Id	Retry	Status	ExitCode	Submit	Start	Finish	Wall time	Site	data.ScheddName	Job LOG	PostJob Log	_id	data.Status
970	4	finished	0	Jan-26 17:52:23	Jan-30 08:03:10	Jan-30 14:24:09	06:20:59	T2_US_Purdue	undefined	JobLog	PostJob	undefined	undefined
932	4	finished	0	Jan-26 17:41:44	Jan-30 08:02:49	Jan-30 12:52:27	04:49:38	T2_US_Purdue	undefined	JobLog	PostJob	undefined	undefined
706	4	finished	0	Jan-26 17:51:17	Jan-30 08:02:59	Jan-30 11:52:35	03:49:36	T2_US_Caltech	undefined	JobLog	PostJob	undefined	undefined
911	4	finished	0	Jan-26 17:41:38	Jan-30 07:36:36	Jan-30 11:26:30	03:49:53	T2_US_Caltech	undefined	JobLog	PostJob	undefined	undefined
965	4	finished	0	Jan-26 17:41:34	Jan-30 03:35:56	Jan-30 10:05:33	06:29:37	T2_US_UCSD	undefined	JobLog	PostJob	undefined	undefined
382	4	finished	0	Jan-26 17:40:20	Jan-29 22:06:22	Jan-30 08:16:32	10:10:10	T2_US_UCSD	undefined	JobLog	PostJob	undefined	undefined
833	4	finished	0	Jan-26 17:41:27	Jan-30 02:54:22	Jan-30 07:59:56	05:05:34	T2_US_Purdue	undefined	JobLog	PostJob	undefined	undefined
568	4	finished	0	Jan-26 17:41:33	Jan-30 03:04:09	Jan-30 08:04:48	05:00:39	T2_US_Purdue	undefined	JobLog	PostJob	undefined	undefined
699	4	finished	0	Jan-26 17:41:27	Jan-30 02:55:29	Jan-30 08:06:46	05:11:17	T2_US_Purdue	undefined	JobLog	PostJob	undefined	undefined
947	4	finished	0	Jan-26 17:40:43	Jan-29 22:06:58	Jan-30 07:41:11	09:34:13	T2_US_Caltech	undefined	JobLog	PostJob	undefined	undefined
560	4	finished	0	Jan-26 17:41:23	Jan-30 02:07:48	Jan-30 06:16:06	04:08:18	T2_US_Purdue	undefined	JobLog	PostJob	undefined	undefined
411	4	finished	0	Jan-26 17:41:22	Jan-30 01:59:54	Jan-30 05:57:34	03:57:40	T2_US_Purdue	undefined	JobLog	PostJob	undefined	undefined
412	4	finished	0	Jan-26 17:41:23	Jan-30 02:02:54	Jan-30 05:54:50	03:51:56	T2_US_Purdue	undefined	JobLog	PostJob	undefined	undefined
790	4	finished	0	Jan-26 17:40:29	Jan-29 22:06:30	Jan-30 04:49:12	06:42:42	T2_US_Wisconsin	undefined	JobLog	PostJob	undefined	undefined
954	4	finished	0	Jan-26 17:40:53	Jan-29 22:10:17	Jan-30 04:28:29	06:18:12	T2_US_Purdue	undefined	JobLog	PostJob	undefined	undefined
547	4	finished	0	Jan-26 17:41:04	Jan-29 22:10:33	Jan-30 04:33:14	06:22:41	T2_US_Purdue	undefined	JobLog	PostJob	undefined	undefined
925	4	finished	0	Jan-26 17:40:09	Jan-29 22:06:26	Jan-30 04:02:33	05:56:07	T2_US_Purdue	undefined	JobLog	PostJob	undefined	undefined
937	4	finished	0	Jan-26 17:40:30	Jan-29 22:06:31	Jan-30 03:58:25	05:51:54	T2_US_UCSD	undefined	JobLog	PostJob	undefined	undefined
951	4	finished	0	Jan-26 17:40:51	Jan-29 22:07:21	Jan-30 03:00:03	04:52:42	T2_US_Purdue	undefined	JobLog	PostJob	undefined	undefined
448	4	finished	0	Jan-26 17:40:43	Jan-29 22:06:54	Jan-30 02:54:22	04:47:28	T2_US_Purdue	undefined	JobLog	PostJob	undefined	undefined
814	4	finished	0	Jan-26 17:41:02	Jan-29 22:10:27	Jan-30 02:40:26	04:29:58	T2_US_Caltech	undefined	JobLog	PostJob	undefined	undefined
