,MVA
0,0.4631933900442682
1,0.6208244372816141
2,-0.9768629388981468
3,-0.4515824675088794
4,0.06137868740320962
5,0.4026010837865721
6,-0.7296350613656415
7,0.48889023773244666
8,0.5592167017703156
9,-0.050964926614800565
10,0.41440557240867415
11,-0.04321557053091596
12,0.5887001887204559
13,0.1978885774552921
14,0.8449143439751021
15,0.2613915077154425
16,0.2862209580775128
17,0.8636856019846886
18,0.3890953191004429
19,0.547864341169253
20,0.6692144454964357
21,0.6066452417312402
22,0.7317008667175264
23,0.6130195921077861
24,0.22628410629026918
25,0.3408590733569641
26,-0.2510815463007996
27,0.5619327759427251
28,-0.3067515041137234
29,-0.03604658621480539
30,0.29864557677379877
31,-0.0580380349661499
32,-0.28939148886446375
33,0.09945929523139663
34,0.3362269507626221
35,0.21786315031425452
36,0.18823342036428947
37,0.2608028560445852
38,0.19246627546260542
39,-0.3838291111358363
40,0.8842678784561151
41,0.7497608733334498
42,0.1960824148699405
43,0.027904267622460344
44,-0.06859318320431518
45,-0.018061591514638042
46,0.033640337277529575
47,0.48876491912948894
48,0.26492753328854746
49,0.700568686287121
50,0.6008546042409295
51,0.21497838456550578
52,0.22824944769202915
53,-0.15731159041533138
54,0.7001727296598825
55,0.05756211480196449
56,0.41446857744609056
57,-0.30968509159817015
58,0.6451709143508821
59,0.3083914242631334
60,0.6231083925892538
61,0.28695163281443614
62,-0.9545471235798597
63,-0.10694693748392725
64,0.7307236433715489
65,0.4178330335796756
66,0.32556806214453804
67,0.32353545209169887
68,0.42892789392714126
69,-0.14594650991110714
70,0.1853999483080091
71,0.3315962444734273
72,-0.9803108534328053
73,0.6669708587528045
74,0.8769147643287099
75,0.24676088382648942
76,0.5659856416573381
77,-0.3598729749649122
78,0.6994508653191525
79,0.6866856332342592
80,-0.009241231205532996
81,-0.8863698892893342
82,0.7785077585903721
83,0.5584267636869007
84,0.6000661342740421
85,-0.19380161423953646
86,-0.14568627811709844
87,0.40003198214443714
88,0.4686085189014342
89,0.8247684035456657
90,0.34826086625781905
91,0.4638309855387497
92,0.31591294518585467
93,0.7060156155002777
94,-0.009188250212530225
95,0.3203830668242471
96,0.15052635116123558
97,-0.05776682891544127
98,0.016151728029877077
99,0.5793976527777387
100,0.6155927215725294
101,0.5856882591771502
102,0.6307229552282467
103,0.2412375881673725
104,0.7286361858815413
105,0.7363519386289292
106,-0.09204818580657803
107,0.14491231119518133
108,0.19436789065440552
109,0.48350160507201556
110,0.19015047521359896
111,0.47424381717320707
112,-0.7890986938808748
113,0.6132525094029468
114,0.40169938301601693
115,0.19624291811237526
116,-0.6200638315998375
117,-0.9148407298451445
118,0.21958955582815753
119,0.49040154197502805
120,0.508827709118123
121,-0.8784927127216263
122,0.3739488446112764
123,0.6410109193392775
124,0.35432512316485876
125,0.7149493203478023
126,0.0540614480902486
127,0.31927194765582945
128,0.7007960977098218
129,-0.7657496187847472
130,0.6430634811411358
131,0.4042623763939446
132,0.5861924135859562
133,0.3485703834413738
134,0.1856294614833478
135,-0.10321332512709103
136,-0.7836129891369683
137,-0.8072994997482661
138,0.7754927551052582
139,0.584793388817817
140,-0.07947678747130826
141,0.41931461378355106
142,0.4024287004420286
143,0.5162748718197605
144,0.13323946835617528
145,0.28697460417662546
146,-0.12987734980371357
147,-0.14232478271282678
148,0.44641529926202184
149,-0.7183201077677741
150,0.5463415808500465
151,0.680374046033656
152,0.12600283986806993
153,0.5684149063908959
154,-0.23281372726760108
155,0.7041098515129165
156,-0.8869482173970347
157,0.5840812812722751
158,-0.04942572761021169
159,0.34372081420690104
160,0.009198991510301457
161,0.7432381478401968
162,-0.5337907503664869
163,0.7003037193322676
164,0.2501848808127376
165,0.4632684621556471
166,0.13624814348742165
167,0.4262820716612774
168,0.30267887289894424
169,0.6716529501783721
170,0.7949613849325436
171,-0.4001393610469828
172,0.3596965693777585
173,0.100468524201212
174,0.6679685981250036
175,0.3654336855502094
176,-0.7688539855580756
177,0.1796213561309865
178,0.7144157884988378
179,0.7101372213964328
180,0.49628550408620153
181,0.8358528943694141
182,0.6043246958585546
183,0.5951184409526435
184,-0.11736230776217227
185,0.419735828167491
186,0.47635518408922084
187,0.09892090864849745
188,0.5461973662251478
189,0.23776204811664914
190,-0.815512811415396
191,0.4329907915582698
192,0.2824026416500367
193,0.19250491453903207
194,0.321000706897298
195,0.04046412984317094
196,0.2912833294680095
197,0.4920492835517296
198,0.3545545308069893
199,-0.21117874857690666
200,0.29601196610092173
201,0.5571414564242665
202,0.6283714557345128
203,-0.32556085329047213
204,0.7015124282474348
205,0.6530531236635655
206,0.09637102671173059
207,-0.34059264010869805
208,0.4331426102906264
209,0.4660880252998294
210,-0.8784917847933592
211,0.39053653078685735
212,-0.6192228652861089
213,0.4930928590443078
214,0.5557060355014165
215,0.1973264654226965
216,-0.15756395917507515
217,0.450659699987765
218,-0.29981466800598755
219,0.62990597649546
220,0.1433459819626386
221,0.2750432064155659
222,0.6795280817121654
223,-0.4720844000814086
224,0.4288018919889387
225,0.4650511164174145
226,-0.7672303796502875
227,0.41469778515406674
228,0.10740523784732692
229,-0.3526957056206843
230,0.11976011524445362
231,0.619002899403835
232,0.4559850796824225
233,0.6590606958837044
234,0.7121130068623245
235,0.4036171135648674
236,0.3903925074122556
237,0.6817450301055528
238,0.20382421942871343
239,0.3428381778888814
240,-0.8045507763130016
241,0.7087315019785261
242,0.5113010558782847
243,0.16657182074336707
244,-0.9937977059193918
245,0.3838381224208143
246,-0.23769221366895577
247,0.6605440455372025
248,-0.8022727295452966
