,MVA EE,MVA EB
0,0.6041236313412037,0.6194492825619144
1,-0.3304005880055385,-0.7314404257111633
2,0.21528905875088156,-0.9557559236345586
3,0.2629211217875054,-0.6744237781228155
4,0.22890438598667617,0.5779016438249842
5,0.2113200093154055,-0.8145583242511776
6,-0.6831485398723992,-0.839942945263829
7,-0.1925170683737789,0.2927146439969568
8,-0.8895158630398957,-0.9892168671468413
9,0.12987177422251817,0.3087436772723786
10,-0.36269530662167915,-0.36175687205558504
11,-0.382701169801682,-0.9846267712012383
12,0.314106569379748,-0.9708458612605189
13,-0.2365042438160323,-0.4942338510736015
14,-0.9883941477922245,-0.989207839176977
15,-0.642638977897194,-0.9761549971301904
16,0.3569988876823651,0.7662681610522044
17,0.7452149757499182,0.8288263346297735
18,-0.7086640218236075,-0.8159975324741746
19,-0.5604572311641507,-0.9854256617429155
20,-0.06867444870204953,0.7074243233983417
21,-0.7701125065061067,-0.9890229896464939
22,0.259311404811704,-0.9482531844786585
23,0.5956048907856084,0.8264342122178105
24,-0.3825751441761843,-0.9964375268739061
25,0.5753576280655948,-0.35443821585058
26,0.07500888243197656,0.28504689148936113
27,-0.3762738451714599,-0.9386263031132507
28,-0.1215568072922183,0.6124199225830964
29,-0.5956692096356571,-0.9880637091838717
30,-0.02167574819435958,-0.913597140563299
31,-0.6266123057867699,-0.9865377829488532
32,0.30700997650002715,0.7399723445338924
33,-0.11279715901843157,0.15012171999471136
34,0.31281447996628486,-0.9916729243378389
35,-0.3584168649221565,0.3593084869130061
36,0.31210522479606584,0.6407470872563175
37,-0.024428123237362986,0.25293290851349215
38,0.17391648780399027,0.23518340684740324
39,-0.6334302131878691,-0.9822556251041972
40,0.2598250973577958,0.6677702301261117
41,0.004255709855096157,0.7782252516805457
42,-0.8952493970913843,-0.9858421440713753
43,0.6322298019393233,0.10668828390257401
44,0.5385389634580002,0.626921627450914
45,0.07434311279309402,0.1960147331085511
46,-0.23734010613393564,-0.870293652925193
47,0.8317361420905156,0.7936564597566991
48,0.5286722036047042,-0.9774986322696793
49,-0.29016219051137193,-0.9950976996108601
50,0.6904479000943198,0.5857527940089613
51,0.2874260036816465,0.6122751538773734
52,0.011101766402252355,-0.9858116051325593
53,0.5285560518517671,0.9362380941909401
54,-0.7621524047712906,-0.9811710481604988
55,0.48024369465003947,-0.6924946123521304
56,-0.31826179706187263,-0.9816007255585371
57,-0.18222735689354985,-0.831653348671502
58,-0.996685615278688,-0.9844465621180558
59,-0.7097528672045841,-0.9835143264005716
60,-0.027852396125540246,-0.8846736533748988
61,-0.6807813958563167,-0.9466415668855154
62,-0.452673145704237,-0.26972910523065585
63,-0.7849998187334751,-0.9419120745082851
64,0.8641371468596935,0.8315978229364847
65,-0.46460952175577586,-0.9819762532717955
66,0.22972938122384678,0.7096254542123819
67,0.04902307866976918,-0.6826102054868535
68,-0.633458098927636,-0.3375515085392402
69,-0.9163175102668858,-0.9336544487507963
70,-0.49936426734913497,-0.9938504620628972
71,-0.34468169993413933,-0.8858689404061479
72,-0.4852470753486263,-0.8079432450290485
73,0.15183834840443122,0.7517856106963521
74,0.5716474327871826,0.8358814935696206
75,0.2545323666202195,0.6439705281164567
76,-0.18423635455783993,-0.5141041205872705
77,-0.6894902768369441,-0.9629402234177818
78,-0.5017896465410647,-0.9915192758277063
79,-0.6649749147219328,-0.8347255893132932
80,0.3442815915521882,0.90703871731311
81,-0.7048456072149538,-0.7420025395307579
82,0.06172866616839179,-0.6812651038830687
83,0.13682450960923798,-0.739243172956801
84,-0.24936812162860367,-0.7176059778406726
85,-0.38988852124893436,-0.8501828402291047
86,0.3897599000261063,0.8714718564384936
87,0.26254363117641044,0.46921094182921497
88,-0.829010484499448,-0.9350057133590028
